CircRNA,MDA-MB-231,MCF-7,averange,Chromosome,CircStart,CircEnd,Strand,Spliced seq length,Best transcript,Gene Symbol
hsa_circ_0121570,118.3893,66.8507,,chr3,11868191,11880788,-,12597,ENST00000460246,TAMM41
hsa_circ_0124026,2065.602,1397.539,,chr3,48802436,48831482,-,575,ENST00000265563,PRKAR2A
hsa_circ_0064742,1957.704,1171.301,,chr3,33467081,33467233,-,152,ENST00000283629,UBP1
hsa_circ_0001376,408.3883,176.9542,,chr3,194169185,194175121,-,520,ENST00000439040,ATP13A3
hsa_circ_0066938,189.6991,633.4932,,chr3,121186365,121192334,-,562,ENST00000264233,POLQ
hsa_circ_0066479,1364.524,437.4293,,chr3,66467552,66512933,-,285,ENST00000273261,LRIG1
hsa_circ_0065201,3261.931,3141.209,,chr3,47458793,47467659,-,2233,ENST00000265565,SCAP
hsa_circ_0064101,14.09207,31.66049,,chr3,8977554,9005159,-,979,ENST00000264926,RAD18
hsa-circRNA5853-2,3847.987,1310.706,,chr3,191074876,191107391,+,852,ENST00000392455,CCDC50
hsa_circ_0122895,2508.25,794.5952,,chr3,182553822,182598769,+,2194,ENST00000323116,ATP11B
hsa_circ_0121909,24.41064,86.7974,,chr3,131274340,131306426,-,435,ENST00000512055,CPNE4
hsa_circ_0124220,352.7219,196.1501,,chr3,53752327,53787709,+,2396,ENST00000350061,CACNA1D
hsa-circRNA5865-1,265.1623,197.9668,,chr3,197556434,197579491,+,813,ENST00000438796,LRCH3
hsa-circRNA5479-15,2117.016,1551.192,,chr3,31617887,31656695,+,662,ENST00000453168,STT3B
hsa-circRNA13647-12,445.1293,155.8596,,chr3,81627075,81754764,-,1475,ENST00000429644,GBE1
hsa-circRNA5645-2,2297.649,31.9628,,chr3,98475212,98503884,+,614,ENST00000497621,ST3GAL6
hsa_circ_0066309,3444.082,1693.35,,chr3,58083541,58135729,+,5353,ENST00000490882,FLNB
hsa_circ_0065419,1268.096,1261.221,,chr3,48616912,48620604,-,834,ENST00000487017,COL7A1
hsa_circ_0068073,1766.504,1427.802,,chr3,178785270,178785597,-,327,ENST00000311417,ZMAT3
hsa_circ_0122848,22.4194,58.51779,,chr3,179529588,179597911,-,844,ENST00000467460,PEX5L
hsa_circ_0068383,57.08828,47.81077,,chr3,184935923,184947331,-,217,ENST00000231887,EHHADH
hsa_circ_0124161,941.6971,377.0971,,chr3,52677263,52716249,-,38986,ENST00000394830,PBRM1
hsa_circ_0064511,1529.93,539.8933,,chr3,15749430,15778740,-,1196,ENST00000399451,ANKRD28
hsa_circ_0065792,3567.69,1931.257,,chr3,50129475,50147121,+,1261,ENST00000347869,RBM5
hsa_circ_0124575,178.1125,527.5078,,chr3,71759562,71777774,-,221,ENST00000448225,EIF4E3
hsa-circRNA5427-74,323.7818,278.3217,,chr3,10094070,10119881,+,1431,ENST00000287647,FANCD2
hsa_circ_0064807,1588.458,57.43856,,chr3,36484855,36485132,+,277,ENST00000273183,STAC
hsa_circ_0068424,24019.03,21333.65,,chr3,185655612,185655924,-,312,ENST00000453386,TRA2B
hsa_circ_0066914,103.2381,178.5576,,chr3,120351993,120357428,-,309,ENST00000283871,HGD
hsa_circ_0122293,109.4398,69.523,,chr3,142467099,142512802,+,45703,ENST00000476941,TRPC1
hsa-circRNA13698-15,965.0638,862.3861,,chr3,121178896,121200659,-,1182,ENST00000264233,POLQ
hsa_circ_0124405,467.197,4.894934,,chr3,62204524,62229572,+,225,ENST00000295874,PTPRG
hsa-circRNA5668-2,181.506,165.1462,,chr3,111828389,111831992,+,253,ENST00000264848,C3orf52
hsa_circ_0121470,1585.607,4986.478,,chr3,113045291,113092403,-,2218,ENST00000393845,WDR52
hsa_circ_0064596,4153.413,3289.638,,chr3,25662172,25665237,-,367,ENST00000435706,TOP2B
hsa_circ_0124753,9.133263,30.95452,,chr3,89445012,89462403,+,17391,ENST00000336596,EPHA3
hsa_circ_0121959,4.705974,4.165618,,chr3,132535533,132546850,+,1106,ENST00000504440,-
hsa-circRNA13701-6,1909.165,2221.857,,chr3,121491403,121491560,-,157,ENST00000310864,IQCB1
hsa-circRNA13773-73,301.3939,77.93291,,chr3,142171969,142180932,-,720,ENST00000350721,ATR
hsa-circRNA13518-63,1754.115,1923.81,,chr3,47663696,47702945,-,623,ENST00000254480,SMARCC1
hsa-circRNA5608-59,1465.402,685.1085,,chr3,58139101,58141802,+,521,ENST00000490882,FLNB
hsa_circ_0123516,1789.649,1436.852,,chr3,32745359,32769362,+,1193,ENST00000331889,CNOT10
hsa_circ_0122582,2192.986,1668.957,,chr3,160131260,160149613,+,2317,ENST00000357388,SMC4
hsa-circRNA5725-13,563.7075,1606.542,,chr3,130613551,130678185,+,961,ENST00000508532,ATP2C1
hsa_circ_0121663,35.10957,21.52032,,chr3,122963969,122964129,-,160,ENST00000466950,SEC22A
hsa_circ_0067542,252.1748,246.288,,chr3,139076432,139080137,-,998,ENST00000333188,COPB2
hsa_circ_0068167,34.41036,51.85617,,chr3,183368083,183381430,+,1166,ENST00000242810,KLHL24
hsa_circ_0008997,31838.94,23794.63,,chr3,47651555,47663831,-,397,ENST00000254480,SMARCC1
hsa_circ_0068317,401.5426,186.1768,,chr3,184017638,184026840,+,2754,ENST00000310118,PSMD2
hsa-circRNA13479-49,483.5561,195.0786,,chr3,33558472,33600877,-,1051,ENST00000468888,CLASP2
hsa-circRNA5817-14,107.1231,85.54752,,chr3,179470072,179499611,+,789,ENST00000263966,USP13
hsa-circRNA13537-4,2074.821,2374.735,,chr3,48921429,48929505,-,221,ENST00000319017,SLC25A20
hsa_circ_0124657,5.191771,4.799071,,chr3,77221264,77222292,+,1028,ENST00000487694,ROBO2
hsa_circ_0121601,23.04208,128.9739,,chr3,120998651,121037387,+,290,ENST00000273666,STXBP5L
hsa-circRNA5799,343.3645,954.9056,,chr3,161002504,161003029,+,526,---,-
hsa-circRNA5826-10,2243.954,2697.709,,chr3,183881444,183885853,+,1337,ENST00000313143,DVL3
hsa-circRNA13698-29,99.49091,74.30351,,chr3,121255946,121260326,-,397,ENST00000264233,POLQ
hsa_circ_0066517,1741.18,4203.124,,chr3,69998201,70008571,+,417,ENST00000352241,MITF
hsa_circ_0067589,423.5998,407.0693,,chr3,141272698,141295948,+,1063,ENST00000286364,RASA2
hsa_circ_0064350,112.6042,192.8877,,chr3,12570386,12581122,+,9899,ENST00000473755,TSEN2
hsa_circ_0068247,260.6783,252.2768,,chr3,183551279,183562114,-,517,ENST00000317096,PARL
hsa_circ_0065741,36.45243,48.99628,,chr3,49758931,49759943,-,856,ENST00000535833,AMIGO3
hsa_circ_0123298,711.4083,361.1457,,chr3,19992358,19992927,+,569,ENST00000273047,RAB5A
hsa-circRNA5415-8,2922.499,2890.361,,chr3,9466150,9495552,+,2652,ENST00000402466,SETD5
hsa_circ_0123438,346.37,549.7028,,chr3,27446320,27465643,-,925,ENST00000428386,SLC4A7
hsa_circ_0122501,905.7233,2193.708,,chr3,15604864,15616589,-,901,ENST00000321169,HACL1
hsa_circ_0066016,247.2297,377.2357,,chr3,52379510,52379722,+,212,ENST00000486752,DNAH1
hsa_circ_0124015,240.0021,803.1439,,chr3,48697832,48698147,-,315,ENST00000544264,CELSR3
hsa_circ_0065025,4.887042,5.340569,,chr3,44790235,44803173,-,5141,---,KIAA1143
hsa_circ_0124661,4.904516,8.380029,,chr3,77571925,77600140,+,425,ENST00000487694,ROBO2
hsa_circ_0122879,5.008733,68.55459,,chr3,181283408,181283544,+,136,ENST00000493521,-
hsa-circRNA13823-39,899.794,763.3431,,chr3,169840383,169840532,-,149,ENST00000495893,PHC3
hsa_circ_0067154,1713.419,1954.95,,chr3,126736591,126751442,+,1928,ENST00000251772,PLXNA1
hsa-circRNA5762-12,11.10757,10.11208,,chr3,141228409,141235273,+,6864,ENST00000515549,RASA2
hsa_circ_0123754,963.0594,1080.26,,chr3,39140843,39140994,-,151,ENST00000441302,GORASP1
hsa_circ_0121388,4850.733,1687.412,,chr3,105250845,105271429,+,1270,ENST00000306107,ALCAM
hsa_circ_0123088,138.0506,134.7883,,chr3,188844841,188850486,+,5645,ENST00000433971,TPRG1
hsa_circ_0068529,36191.59,41160.06,,chr3,193853930,193855073,+,767,ENST00000476918,HES1
hsa-circRNA13465-5,4513.906,2242.41,,chr3,20216496,20225526,-,533,ENST00000263753,SGOL1
hsa_circ_0067720,1413.543,2773.641,,chr3,149570302,149629870,+,492,ENST00000392894,RNF13
hsa_circ_0065108,717.9164,850.0832,,chr3,45972562,45978035,-,307,ENST00000433878,FYCO1
hsa_circ_0065349,49.14169,68.00941,,chr3,48198667,48205927,-,2151,ENST00000351231,CDC25A
hsa_circ_0066988,4482.483,4252.194,,chr3,122160884,122160963,-,79,ENST00000344337,KPNA1
hsa_circ_0066210,4.753057,164.7646,,chr3,55499742,55513592,-,5380,ENST00000474267,WNT5A
hsa_circ_0122569,25.51936,120.8981,,chr3,159986200,159997152,-,559,ENST00000483754,RP11-432B6.3
hsa_circ_0124677,8.31118,23.54374,,chr3,77629097,77638084,+,355,ENST00000487694,ROBO2
hsa_circ_0067639,188.9606,128.0828,,chr3,142231101,142266752,-,1681,ENST00000350721,ATR
hsa_circ_0121746,91.83403,149.4445,,chr3,125089538,125089783,-,245,ENST00000360647,ZNF148
hsa_circ_0065060,573.8514,300.9346,,chr3,45043029,45046906,+,195,ENST00000461361,EXOSC7
hsa_circ_0124249,5.059654,297.5504,,chr3,55038789,55043470,+,185,ENST00000415676,CACNA2D3
hsa-circRNA5477-31,1932.373,1834.9,,chr3,29910348,29925699,+,154,ENST00000434693,RBMS3
hsa_circ_0124530,2033.843,2862.213,,chr3,69236920,69237068,-,148,ENST00000398540,FRMD4B
hsa_circ_0123734,186.6499,288.6259,,chr3,382476,407798,+,1366,ENST00000256509,CHL1
hsa_circ_0122989,452.7446,390.0474,,chr3,183703091,183703281,-,190,ENST00000443376,ABCC5
hsa_circ_0065079,181.5445,230.3777,,chr3,45515734,45542071,+,1010,ENST00000265537,LARS2
hsa_circ_0065489,296.3765,267.8674,,chr3,48711277,48716890,-,1379,ENST00000341520,NCKIPSD
hsa-circRNA5450-13,220.6831,471.5639,,chr3,15259979,15282124,+,1183,ENST00000253693,CAPN7
hsa_circ_0122459,46.43911,22.75027,,chr3,154018382,154027612,-,819,ENST00000496811,DHX36
hsa_circ_0065257,4192.263,4650.33,,chr3,47680214,47752298,-,1584,ENST00000254480,SMARCC1
hsa-circRNA13742-17,275.15,369.0329,,chr3,129275459,129279277,-,633,ENST00000393239,PLXND1
hsa_circ_0065894,1554.221,1745.84,,chr3,51440576,51459882,-,2618,ENST00000423656,VPRBP
hsa_circ_0121978,1471.941,1180.719,,chr3,133335657,133343019,-,1067,ENST00000260810,TOPBP1
hsa-circRNA13668-3,1128.262,308.657,,chr3,107789939,107799191,-,444,ENST00000355354,CD47
hsa_circ_0006248,4024.826,3060.171,,chr3,185638891,185641772,-,389,ENST00000453386,TRA2B
hsa_circ_0064666,1238.627,829.2369,,chr3,31638289,31641951,+,166,ENST00000453168,STT3B
hsa-circRNA13469-23,1200.768,847.9913,,chr3,25686790,25686961,-,171,ENST00000264331,TOP2B
hsa_circ_0006909,1547.233,8471.267,,chr3,51575604,51624575,+,255,ENST00000487093,RAD54L2
hsa_circ_0067186,491.2526,1302.573,,chr3,127439895,127441409,-,248,ENST00000434178,MGLL
hsa_circ_0121449,448.1843,195.8853,,chr3,110830876,110866331,+,1130,ENST00000493615,PVRL3
hsa_circ_0065072,271.9366,254.9939,,chr3,45488382,45500378,+,234,ENST00000265537,LARS2
hsa_circ_0064383,5453.921,8047.959,,chr3,12880847,12883081,-,471,ENST00000396957,RPL32
hsa_circ_0068334,286.4344,177.9512,,chr3,184025144,184026840,+,855,ENST00000310118,PSMD2
hsa-circRNA13578-4,3785.577,1137.879,,chr3,52263676,52265555,-,600,ENST00000597542,TLR9
hsa-circRNA5865-21,1107.282,875.3737,,chr3,197574279,197579491,+,262,ENST00000438796,LRCH3
hsa_circ_0064521,1127.151,1140.835,,chr3,16260909,16261521,+,237,ENST00000339732,GALNT15
hsa_circ_0001306,749.0817,703.5912,,chr3,51575513,51586079,+,10566,---,RAD54L2
hsa_circ_0064402,171.4499,4519.242,,chr3,13383495,13395160,-,571,ENST00000254508,NUP210
hsa_circ_0124510,15.20605,43.9939,,chr3,68587906,68594469,+,6563,ENST00000478136,FAM19A1
hsa-circRNA5803-35,570.2624,505.046,,chr3,169981166,169999756,+,754,ENST00000295797,PRKCI
hsa-circRNA13639-21,1681.347,1409.652,,chr3,71161686,71542706,-,579,ENST00000318789,FOXP1
hsa_circ_0123904,5441.519,4310.279,,chr3,47125209,47139571,-,1045,ENST00000431180,SETD2
hsa_circ_0122944,276.7386,1246.124,,chr3,183035299,183041139,-,5840,ENST00000328913,MCF2L2
hsa_circ_0123600,188.9656,106.5555,,chr3,33712134,33738425,-,26291,ENST00000468888,CLASP2
hsa_circ_0123688,5.378298,4.348987,,chr3,37139627,37141465,+,1838,ENST00000421307,LRRFIP2
hsa_circ_0124658,108.531,214.4242,,chr3,77244959,77249541,+,4582,ENST00000487694,ROBO2
hsa-circRNA5794-1,2075.488,1677.304,,chr3,159583951,159609979,+,653,ENST00000476809,IQCJ-SCHIP1
hsa_circ_0068071,23.06646,102.7516,,chr3,178745433,178789656,-,1009,ENST00000311417,ZMAT3
hsa_circ_0067857,1401.436,1603.01,,chr3,160952514,160960441,+,660,ENST00000351193,NMD3
hsa-circRNA13781,506.7271,1818.003,,chr3,146159544,146179743,-,1011,ENST00000497985,PLSCR2
hsa_circ_0064442,9042.383,9625.693,,chr3,15045382,15045493,+,111,ENST00000413118,NR2C2
hsa_circ_0124179,6585.729,2951.56,,chr3,52721517,52724720,+,444,ENST00000418458,GNL3
hsa-circRNA5538-13,1325.063,2619.908,,chr3,45030631,45043100,+,434,ENST00000461361,EXOSC7
hsa_circ_0068526,155.7774,31.20116,,chr3,193334966,193335626,+,162,ENST00000361150,OPA1
hsa-circRNA5725-11,692.2336,2129.027,,chr3,130613551,130660543,+,593,ENST00000508532,ATP2C1
hsa_circ_0068275,1562.953,2084.12,,chr3,183882900,183884053,+,304,ENST00000313143,DVL3
hsa_circ_0122187,293.2169,154.9628,,chr3,141274681,141328908,+,1908,ENST00000286364,RASA2
hsa_circ_0065873,142.0049,276.9361,,chr3,50677796,50686728,+,2181,ENST00000446044,MAPKAPK3
hsa_circ_0065712,4071.066,3479.724,,chr3,49728562,49737205,+,1020,ENST00000327697,RNF123
hsa-circRNA13478-30,787.8126,635.7699,,chr3,33450727,33458326,-,554,ENST00000283629,UBP1
hsa_circ_0064723,118.0505,166.4985,,chr3,33331167,33406211,+,8275,ENST00000542085,FBXL2
hsa_circ_0067110,726.6365,782.2507,,chr3,125195538,125216827,-,389,ENST00000251775,SNX4
hsa-circRNA13500-19,426.3056,106.3835,,chr3,43607144,43647355,-,1304,ENST00000292246,ANO10
hsa_circ_0122256,255.8597,89.82762,,chr3,142171969,142224145,-,2730,ENST00000350721,ATR
hsa_circ_0067242,102.4248,123.5071,,chr3,128598332,128627942,+,1863,ENST00000308982,ACAD9
hsa_circ_0124009,301.4918,553.3394,,chr3,48585964,48591491,-,5527,ENST00000490115,PFKFB4
hsa_circ_0066079,6943.799,6696.767,,chr3,52613069,52621526,-,568,ENST00000356770,PBRM1
hsa_circ_0065667,609.1414,783.5694,,chr3,49713126,49713220,+,94,ENST00000296456,APEH
hsa_circ_0122891,832.0171,276.8873,,chr3,182545907,182554962,+,512,ENST00000323116,ATP11B
hsa-circRNA13520-2,2067.147,2037.662,,chr3,48222210,48225326,-,259,ENST00000351231,CDC25A
hsa_circ_0067777,14364.24,17466.1,,chr3,155621651,155624052,+,202,ENST00000496455,GMPS
hsa_circ_0124767,27.32975,1262.851,,chr3,9051991,9079774,-,819,ENST00000383836,SRGAP3
hsa_circ_0123765,18.32571,13.30409,,chr3,4044112,4083610,+,39498,ENST00000448413,SUMF1
hsa_circ_0066243,1189.624,1081.476,,chr3,56779232,56779490,-,258,ENST00000296315,ARHGEF3
hsa-circRNA13881-38,445.9404,218.8937,,chr3,195063199,195102751,-,417,ENST00000326793,ACAP2
hsa_circ_0123463,10.44411,26.03768,,chr3,2908435,2967463,+,801,ENST00000427741,CNTN4
hsa_circ_0001353,5467.763,6239.226,,chr3,155632207,155637127,+,432,ENST00000496455,GMPS
hsa_circ_0121720,12.2847,37.13527,,chr3,124369654,124371186,+,1532,ENST00000360013,KALRN
hsa_circ_0121789,824.5905,1482.22,,chr3,12644976,12647798,-,313,ENST00000442415,RAF1
hsa_circ_0065636,3294.468,1472.543,,chr3,49363151,49365249,-,258,ENST00000351842,USP4
hsa_circ_0123999,36.1469,289.5903,,chr3,48422191,48423575,+,521,ENST00000296438,FBXW12
hsa_circ_0066295,7376.987,4128.703,,chr3,58062772,58131776,+,5355,ENST00000490882,FLNB
hsa_circ_0068176,670.6103,1401.291,,chr3,183435438,183480067,+,1847,ENST00000305135,YEATS2
hsa-circRNA13892,1333.995,1906.072,,chr3,196293747,196294178,-,431,ENST00000332629,WDR53
hsa_circ_0064838,2511.454,1118.491,,chr3,37340778,37343823,+,232,ENST00000361924,GOLGA4
hsa-circRNA13422-14,2473.973,941.0267,,chr3,8953995,8955404,-,138,ENST00000264926,RAD18
hsa_circ_0068277,42220.06,45583.37,,chr3,183892633,183894855,+,231,ENST00000484469,AP2M1
hsa_circ_0068271,1568.775,1591.572,,chr3,183882054,183884053,+,672,ENST00000313143,DVL3
hsa_circ_0065812,1248.083,675.9629,,chr3,50145502,50151684,+,798,ENST00000347869,RBM5
hsa-circRNA5827-7,7848.861,11472.01,,chr3,183896644,183898039,+,349,ENST00000382456,AP2M1
hsa_circ_0066175,18918.73,30477.01,,chr3,53263022,53276258,-,1288,ENST00000462138,TKT
hsa-circRNA13420,211.8399,976.7949,,chr3,8808951,8810277,-,1160,ENST00000316793,OXTR
hsa_circ_0121667,204.4989,213.6211,,chr3,123027187,123027416,-,229,ENST00000462833,ADCY5
hsa-circRNA5845-2,1706.062,982.1082,,chr3,188477900,188478070,+,170,ENST00000312675,LPP
hsa-circRNA13834-19,323.9536,506.8512,,chr3,176782707,176797733,-,222,ENST00000450267,TBL1XR1
hsa-circRNA5645-5,3855.369,2259.203,,chr3,98487273,98492831,+,5558,ENST00000489112,ST3GAL6
hsa_circ_0064473,399.8316,333.1607,,chr3,15269345,15272042,+,307,ENST00000253693,CAPN7
hsa_circ_0064437,69.12156,186.4332,,chr3,14552672,14552987,-,213,ENST00000273083,-
hsa_circ_0066495,170.5043,804.3738,,chr3,68929880,68934461,-,252,ENST00000295569,FAM19A4
hsa_circ_0064372,160.7703,636.226,,chr3,12779634,12791339,-,432,ENST00000314124,TMEM40
hsa_circ_0004276,2033.903,1429.853,,chr3,67546221,67559327,-,402,ENST00000493112,SUCLG2
hsa_circ_0067520,195.5671,141.2028,,chr3,138382747,138403645,-,660,ENST00000477593,PIK3CB
hsa-circRNA13515-23,1555.024,1315.945,,chr3,47468646,47469157,-,327,ENST00000265565,SCAP
hsa_circ_0122816,1871.797,3773.201,,chr3,179089226,179089474,+,248,ENST00000471841,MFN1
hsa_circ_0123241,1368.755,780.5565,,chr3,196807921,196831876,-,462,ENST00000314062,DLG1
hsa_circ_0066205,955.5783,725.5672,,chr3,53911673,53911778,-,105,ENST00000335754,ACTR8
hsa_circ_0065409,2696.651,3739.783,,chr3,48609559,48610781,-,405,ENST00000487017,COL7A1
hsa-circRNA5417-5,3086.008,6253.966,,chr3,9782462,9785585,+,1058,ENST00000433861,BRPF1
hsa_circ_0065354,928.197,431.2289,,chr3,48219343,48224520,-,357,ENST00000351231,CDC25A
hsa_circ_0065291,1127.117,1095.635,,chr3,47742767,47787483,-,850,ENST00000254480,SMARCC1
hsa-circRNA5406-68,1271.2,3253.968,,chr3,4752008,4777038,+,702,ENST00000423119,ITPR1
hsa_circ_0121414,449.8663,107.7379,,chr3,107778298,107798992,-,20694,ENST00000355354,CD47
hsa_circ_0123485,981.9232,788.8117,,chr3,31752524,31752649,-,125,ENST00000396556,OSBPL10
hsa_circ_0122379,13.37352,12.33544,,chr3,150396195,150416669,-,796,ENST00000295910,FAM194A
hsa_circ_0064219,221.6115,306.2971,,chr3,10088263,10089735,+,279,ENST00000287647,FANCD2
hsa_circ_0065264,900.1823,829.3202,,chr3,47703823,47717078,-,433,ENST00000254480,SMARCC1
hsa_circ_0066566,97.46297,720.7697,,chr3,78734895,78767033,-,694,ENST00000436010,ROBO1
hsa-circRNA13870-7,1446.881,1990.734,,chr3,186959268,186980508,-,1066,ENST00000337774,MASP1
hsa_circ_0124218,5.211779,85.22823,,chr3,53736667,53758026,+,880,ENST00000350061,CACNA1D
hsa-circRNA5406-40,67.16992,254.0974,,chr3,4808213,4821329,+,843,ENST00000423119,ITPR1
hsa_circ_0121576,390.8734,266.7684,,chr3,119133290,119133407,+,117,ENST00000264245,ARHGAP31
hsa_circ_0065899,728.6764,817.5763,,chr3,51454240,51459882,-,1756,ENST00000423656,VPRBP
hsa_circ_0124408,2485.184,770.6144,,chr3,62258620,62267384,+,730,ENST00000295874,PTPRG
hsa_circ_0064434,2077.82,3089.513,,chr3,14513712,14523349,+,626,ENST00000454876,SLC6A6
hsa_circ_0064393,1642.31,6353.43,,chr3,13378286,13379417,-,213,ENST00000254508,NUP210
hsa_circ_0066507,2631.784,1577.364,,chr3,69103880,69105966,-,1135,ENST00000415609,UBA3
hsa_circ_0067815,1122.257,1588.501,,chr3,158363953,158384175,+,1367,ENST00000486715,GFM1
hsa_circ_0122362,792.9199,1389.886,,chr3,149570302,149613347,+,295,ENST00000392894,RNF13
hsa_circ_0123235,917.3769,677.098,,chr3,196786759,196793625,-,436,ENST00000314062,DLG1
hsa_circ_0123937,10002.61,11794.79,,chr3,47651555,47702945,-,885,ENST00000254480,SMARCC1
hsa_circ_0068460,671.2054,227.0897,,chr3,186503671,186505373,+,651,ENST00000323963,EIF4A2
hsa_circ_0123488,51.23703,20.48123,,chr3,3182193,3186394,+,266,ENST00000251607,TRNT1
hsa-circRNA5733,4.726237,21.64715,,chr3,132537190,132537959,+,769,ENST00000504440,-
hsa-circRNA5424-2,3876.139,5450.98,,chr3,9965564,9972627,+,765,ENST00000383812,IL17RC
hsa_circ_0121559,2200.326,76.71094,,chr3,117710209,117710629,-,420,ENST00000539563,LSAMP
hsa_circ_0124276,22.39727,701.2376,,chr3,56207473,56272290,-,64817,ENST00000288221,ERC2
hsa-circRNA5766-11,2943.278,3089.291,,chr3,142745990,142756177,+,947,ENST00000488497,U2SURP
hsa-circRNA5596-7,1247.79,351.5371,,chr3,53217136,53217597,+,216,ENST00000394729,PRKCD
hsa-circRNA5490-7,973.2084,326.1245,,chr3,33853563,33879819,+,972,ENST00000307296,PDCD6IP
hsa_circ_0124798,929.5724,701.5339,,chr3,9476477,9476586,+,109,ENST00000431285,SETD5
hsa_circ_0065379,1647.183,6301.383,,chr3,48459857,48462365,-,1239,ENST00000296440,PLXNB1
hsa_circ_0123944,949.5272,1446.235,,chr3,47676679,47727660,-,1383,ENST00000254480,SMARCC1
hsa-circRNA13721-7,397.2661,400.2592,,chr3,125266249,125301822,-,1677,ENST00000296220,OSBPL11
hsa_circ_0123143,1022.922,633.5076,,chr3,194147803,194154625,-,1005,ENST00000439040,ATP13A3
hsa_circ_0068218,345.1915,433.0289,,chr3,183491420,183524880,+,1805,ENST00000305135,YEATS2
hsa_circ_0066878,4611.314,7161.229,,chr3,119222800,119236162,+,258,ENST00000494664,TIMMDC1
hsa_circ_0068716,975.9663,911.3096,,chr3,197402292,197432046,-,2566,ENST00000273582,KIAA0226
hsa-circRNA13577-1,236.3053,294.4595,,chr3,52159128,52185116,-,864,ENST00000296484,POC1A
hsa_circ_0005129,8110.026,6252.429,,chr3,57569624,57570191,-,191,ENST00000303436,ARF4
hsa_circ_0121991,854.5506,2194.746,,chr3,133547054,133547207,+,153,ENST00000285208,RAB6B
hsa_circ_0122068,2034.185,996.7443,,chr3,136106546,136141886,-,35340,ENST00000383202,STAG1
hsa-circRNA5540-4,1141.305,1292.092,,chr3,45677641,45715903,+,485,ENST00000273317,LIMD1
hsa_circ_0123771,5.230438,4.85314,,chr3,407632,431157,+,885,ENST00000256509,CHL1
hsa-circRNA5817-43,165.5977,151.1361,,chr3,179458034,179463005,+,455,ENST00000263966,USP13
hsa_circ_0124324,744.3624,122.3955,,chr3,57139884,57148845,-,563,ENST00000296318,IL17RD
hsa_circ_0124802,3051.09,11371.4,,chr3,9517287,9517425,-,138,ENST00000402466,SETD5
hsa_circ_0067081,6091.26,6216.131,,chr3,124560229,124606144,-,1077,ENST00000296181,ITGB5
hsa_circ_0123802,866.0623,845.532,,chr3,42597421,42610565,-,738,ENST00000273156,SEC22C
